,TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
1505,451189734677553153,Wed Apr 02 02:49:50 +0000 2014,316,570,True,2529,3046,1,1,0,False,not_related_or_irrelevant,0,0,505
1508,451189740218249216,Wed Apr 02 02:49:51 +0000 2014,1361,1812,True,21671,2896,1,1,0,False,caution_and_advice,15,0,506
1510,451189744861724672,Wed Apr 02 02:49:52 +0000 2014,18547,179,False,20685,2931,2,1,1,False,donation_needs_or_offers_or_volunteering_services,362,0,507
1512,451189750217457664,Wed Apr 02 02:49:53 +0000 2014,57,95,True,65,1735,2,1,0,False,not_related_or_irrelevant,172,0,508
1515,451189754604691457,Wed Apr 02 02:49:54 +0000 2014,220,334,False,11920,2895,3,2,1,False,sympathy_and_emotional_support,227,0,509
1516,451189755561394176,Wed Apr 02 02:49:55 +0000 2014,3835,1883,False,483030,2300,2,1,0,False,other_useful_information,172,0,510
1517,451189760132804608,Wed Apr 02 02:49:56 +0000 2014,7713,1832,True,104428,2233,2,1,1,False,injured_or_dead_people,98,0,511
1518,451189760329920512,Wed Apr 02 02:49:56 +0000 2014,186,404,False,2012,1751,3,1,1,False,not_related_or_irrelevant,128,0,511
1519,451189760891944960,Wed Apr 02 02:49:56 +0000 2014,900043,196,True,337708,3307,1,0,1,True,not_related_or_irrelevant,6,4,511
1520,451189762599043073,Wed Apr 02 02:49:56 +0000 2014,2940,3418,True,75232,2578,2,2,1,False,caution_and_advice,10,0,511
1521,451189768240766977,Wed Apr 02 02:49:58 +0000 2014,297,396,True,59161,2750,1,1,1,False,sympathy_and_emotional_support,281,0,513
1522,451189769599737856,Wed Apr 02 02:49:58 +0000 2014,404,364,False,178109,2883,0,1,0,False,other_useful_information,83,0,513
1523,451189770924732417,Wed Apr 02 02:49:58 +0000 2014,1380,278,True,18052,1646,2,2,0,False,sympathy_and_emotional_support,81,0,513
1524,451189771009032192,Wed Apr 02 02:49:58 +0000 2014,36388,3235,True,18412,3350,4,2,0,True,sympathy_and_emotional_support,1,0,513
1525,451189777141075968,Wed Apr 02 02:50:00 +0000 2014,667,840,False,293330,2883,0,1,0,False,infrastructure_and_utilities_damage,83,0,515
1526,451189778462289920,Wed Apr 02 02:50:00 +0000 2014,1445,3561,True,18375,2355,2,2,0,False,sympathy_and_emotional_support,90,0,515
1528,451189781742239744,Wed Apr 02 02:50:01 +0000 2014,37245,200,False,6132,2098,1,0,0,True,sympathy_and_emotional_support,40,3,516
1531,451189786599239680,Wed Apr 02 02:50:02 +0000 2014,822,1579,False,2415,2472,2,1,0,False,not_related_or_irrelevant,11,0,517
1532,451189788985786368,Wed Apr 02 02:50:03 +0000 2014,116946,34485,True,1564,3316,2,1,0,False,sympathy_and_emotional_support,112,155,518
1535,451189795679522816,Wed Apr 02 02:50:04 +0000 2014,1364,2116,True,78959,2146,0,1,0,False,sympathy_and_emotional_support,86,0,519
1536,451189795771781120,Wed Apr 02 02:50:04 +0000 2014,319,1153,True,10182,3420,1,1,0,False,sympathy_and_emotional_support,111,0,519
1537,451189798766907392,Wed Apr 02 02:50:05 +0000 2014,664,866,True,36793,2623,1,1,1,False,not_related_or_irrelevant,36,0,520
1538,451189799719014400,Wed Apr 02 02:50:05 +0000 2014,199,502,False,5430,3006,1,1,0,False,injured_or_dead_people,122,0,520
1539,451189805863288833,Wed Apr 02 02:50:07 +0000 2014,1688,4567,True,69244,2629,2,1,0,False,other_useful_information,2,0,522
1540,451189806089793536,Wed Apr 02 02:50:07 +0000 2014,1361,1812,True,21671,2896,1,1,0,False,injured_or_dead_people,40,0,522
1541,451189807293558784,Wed Apr 02 02:50:07 +0000 2014,1146,324,False,54122,2930,1,1,1,False,other_useful_information,4,0,522
1542,451189807411367936,Wed Apr 02 02:50:07 +0000 2014,554,500,True,13924,3060,2,2,0,False,not_related_or_irrelevant,148,0,522
1543,451189808426405890,Wed Apr 02 02:50:07 +0000 2014,3519,2204,True,6043,2749,2,1,0,False,not_related_or_irrelevant,0,0,522
1544,451189811811205120,Wed Apr 02 02:50:08 +0000 2014,165778,277,False,314535,3310,1,1,0,False,sympathy_and_emotional_support,11,0,523
1547,451189814612615168,Wed Apr 02 02:50:09 +0000 2014,8011,2046,True,36866,3173,1,1,1,False,displaced_people_and_evacuations,128,0,524
1548,451189815795412992,Wed Apr 02 02:50:09 +0000 2014,161,201,True,18901,1546,1,1,0,False,other_useful_information,34,0,524
1549,451189818467549184,Wed Apr 02 02:50:10 +0000 2014,9446,1898,False,50695,2718,4,0,0,False,caution_and_advice,1,0,525
1552,451189822221058048,Wed Apr 02 02:50:11 +0000 2014,247,485,True,7105,2609,1,1,0,False,sympathy_and_emotional_support,122,0,526
1553,451189822754152448,Wed Apr 02 02:50:11 +0000 2014,2201,3378,True,349799,2730,1,1,0,False,caution_and_advice,122,0,526
1556,451189826919079936,Wed Apr 02 02:50:12 +0000 2014,20,78,False,432,2549,1,1,0,False,sympathy_and_emotional_support,693,0,527
1557,451189832573009920,Wed Apr 02 02:50:13 +0000 2014,96,76,False,9553,2022,2,1,1,False,other_useful_information,44,0,528
1558,451189834720477185,Wed Apr 02 02:50:13 +0000 2014,2201,3378,True,349799,2730,1,1,0,False,sympathy_and_emotional_support,3,0,528
1559,451189836222066688,Wed Apr 02 02:50:14 +0000 2014,1940,2932,False,60102,3408,2,1,0,False,other_useful_information,96,0,529
1560,451189837429633024,Wed Apr 02 02:50:14 +0000 2014,1574,1583,False,198307,3056,2,0,0,False,other_useful_information,3,2,529
1562,451189841238032386,Wed Apr 02 02:50:15 +0000 2014,1879,2971,True,9193,3635,2,2,0,False,caution_and_advice,173,0,530
1563,451189842437632001,Wed Apr 02 02:50:15 +0000 2014,41648,7172,False,24733,3311,1,1,1,True,sympathy_and_emotional_support,3,2,530
1565,451189848045412353,Wed Apr 02 02:50:17 +0000 2014,245,272,False,5142,2362,2,2,0,False,sympathy_and_emotional_support,148,0,532
1571,451189852575629313,Wed Apr 02 02:50:18 +0000 2014,3096,3822,False,67650,2725,2,1,1,False,other_useful_information,362,0,533
1572,451189853946793984,Wed Apr 02 02:50:18 +0000 2014,27,193,True,51,1611,2,2,1,False,sympathy_and_emotional_support,149,0,533
1573,451189854647230464,Wed Apr 02 02:50:18 +0000 2014,1977,4991,True,87724,3546,1,1,0,False,sympathy_and_emotional_support,15,0,533
1574,451189855012524032,Wed Apr 02 02:50:18 +0000 2014,211,360,False,13555,3124,2,2,0,False,not_related_or_irrelevant,148,0,533
1575,451189856002396160,Wed Apr 02 02:50:19 +0000 2014,107756,5473,True,223800,3607,3,2,0,True,other_useful_information,8,0,534
1576,451189859932061697,Wed Apr 02 02:50:19 +0000 2014,3786,3530,False,84695,3124,3,0,0,False,caution_and_advice,19,0,534
1577,451189864814608384,Wed Apr 02 02:50:21 +0000 2014,90,190,True,345,3109,2,1,1,False,other_useful_information,362,0,536
1578,451189867536732161,Wed Apr 02 02:50:21 +0000 2014,488,415,True,27274,2641,5,2,0,False,other_useful_information,2,0,536
1579,451189868316459008,Wed Apr 02 02:50:21 +0000 2014,58,160,False,208,1527,2,2,1,False,sympathy_and_emotional_support,149,0,536
1580,451189868316852224,Wed Apr 02 02:50:21 +0000 2014,233,188,True,10800,3195,1,1,0,False,donation_needs_or_offers_or_volunteering_services,122,0,536
1581,451189870237470720,Wed Apr 02 02:50:22 +0000 2014,860,187,True,7285,2208,0,1,0,False,other_useful_information,5,0,537
1582,451189870988247041,Wed Apr 02 02:50:22 +0000 2014,370,763,True,3845,2579,3,2,0,False,other_useful_information,21,0,537
1583,451189873383571458,Wed Apr 02 02:50:23 +0000 2014,1033,680,True,283349,3316,1,1,1,False,sympathy_and_emotional_support,22,0,538
1584,451189873782063104,Wed Apr 02 02:50:23 +0000 2014,1840,1700,False,154184,1729,3,2,0,False,not_related_or_irrelevant,8,0,538
1585,451189874154954752,Wed Apr 02 02:50:23 +0000 2014,8822,815,False,48349,2562,2,1,0,False,other_useful_information,3,0,538
1586,451189874788274176,Wed Apr 02 02:50:23 +0000 2014,1442,204,True,30322,2501,1,1,0,False,other_useful_information,9,0,538
1587,451189874809634816,Wed Apr 02 02:50:23 +0000 2014,7867,7610,False,238388,3455,4,1,0,False,sympathy_and_emotional_support,5,0,538
1588,451189876789362689,Wed Apr 02 02:50:24 +0000 2014,1985,805,False,43013,3118,2,1,0,False,other_useful_information,11,0,539
1589,451189878823211008,Wed Apr 02 02:50:24 +0000 2014,199,356,True,1223,1804,1,1,1,False,caution_and_advice,281,0,539
1591,451189888587542528,Wed Apr 02 02:50:26 +0000 2014,15944,4286,False,19336,3375,0,1,0,True,sympathy_and_emotional_support,83,0,541
1592,451189890550878210,Wed Apr 02 02:50:27 +0000 2014,229,329,False,9091,2582,1,1,0,False,not_related_or_irrelevant,57,0,542
1593,451189890948952064,Wed Apr 02 02:50:27 +0000 2014,94,73,True,927,1937,2,0,2,False,sympathy_and_emotional_support,0,0,542
1594,451189894673870848,Wed Apr 02 02:50:28 +0000 2014,256,1099,True,3018,3461,2,1,0,False,sympathy_and_emotional_support,96,0,543
1595,451189898553200640,Wed Apr 02 02:50:29 +0000 2014,1697,1328,True,77685,2355,1,2,0,False,missing_trapped_or_found_people,112,0,544
1596,451189900558102528,Wed Apr 02 02:50:29 +0000 2014,46,299,False,266,1624,2,2,1,False,other_useful_information,149,0,544
1597,451189901883871232,Wed Apr 02 02:50:30 +0000 2014,280,171,False,4690,1752,2,2,1,False,sympathy_and_emotional_support,10,0,545
1598,451189903397617664,Wed Apr 02 02:50:30 +0000 2014,746,1166,False,65391,3368,1,1,0,False,caution_and_advice,40,0,545
1599,451189904723431424,Wed Apr 02 02:50:30 +0000 2014,268,116,False,172601,2880,1,1,0,False,injured_or_dead_people,3,0,545
1600,451189905150865408,Wed Apr 02 02:50:30 +0000 2014,24706,1924,True,43996,3356,4,1,0,True,other_useful_information,17,3,545
1601,451189905691930625,Wed Apr 02 02:50:30 +0000 2014,88043,112,True,22132,2803,2,1,0,True,not_related_or_irrelevant,10,1,545
1603,451189909328773120,Wed Apr 02 02:50:31 +0000 2014,3736,1054,True,39808,3380,2,1,1,True,other_useful_information,0,0,546
1604,451189912344088576,Wed Apr 02 02:50:32 +0000 2014,8500,2790,True,33998,4183,1,1,1,True,sympathy_and_emotional_support,281,0,547
1606,451189916639440896,Wed Apr 02 02:50:33 +0000 2014,109,259,False,4519,2347,1,1,0,False,other_useful_information,129,0,548
1607,451189918476144640,Wed Apr 02 02:50:33 +0000 2014,2444,1395,True,34136,2123,0,1,0,False,not_related_or_irrelevant,83,0,548
1609,451189926236028928,Wed Apr 02 02:50:35 +0000 2014,5845,6089,True,210913,2247,1,2,0,False,other_useful_information,7,0,550
1613,451189935144304640,Wed Apr 02 02:50:37 +0000 2014,1077,488,True,74368,3382,1,1,1,False,caution_and_advice,281,0,552
1614,451189937707040769,Wed Apr 02 02:50:38 +0000 2014,137,647,False,4541,1774,3,1,0,False,sympathy_and_emotional_support,0,0,553
1617,451189945831813120,Wed Apr 02 02:50:40 +0000 2014,456,2249,False,39598,3389,2,1,1,False,sympathy_and_emotional_support,44,0,555
1618,451189947060744193,Wed Apr 02 02:50:40 +0000 2014,1020,2168,True,32936,3515,7,0,0,False,injured_or_dead_people,0,1,555
1621,451189951544057856,Wed Apr 02 02:50:41 +0000 2014,2598,2815,True,168118,3163,3,0,0,False,infrastructure_and_utilities_damage,4,0,556
1624,451189953721294848,Wed Apr 02 02:50:42 +0000 2014,165,239,False,172,1787,1,2,0,False,sympathy_and_emotional_support,112,0,557
1625,451189954321076224,Wed Apr 02 02:50:42 +0000 2014,44,237,False,1184,2688,1,1,1,False,sympathy_and_emotional_support,281,0,557
1627,451189956623761408,Wed Apr 02 02:50:43 +0000 2014,49,168,False,304,1525,1,2,0,False,caution_and_advice,112,0,558
1628,451189957420265472,Wed Apr 02 02:50:43 +0000 2014,5345,4620,True,32399,2960,5,1,0,False,sympathy_and_emotional_support,0,0,558
1629,451189958557302784,Wed Apr 02 02:50:43 +0000 2014,84830,1213,False,20486,3000,1,1,0,True,other_useful_information,40,0,558
1630,451189959383588864,Wed Apr 02 02:50:43 +0000 2014,1470,381,True,19339,2791,2,1,0,False,sympathy_and_emotional_support,172,0,558
1632,451189960167923712,Wed Apr 02 02:50:43 +0000 2014,4278,3156,True,57588,1731,3,1,0,False,caution_and_advice,0,1,558
1633,451189963598471168,Wed Apr 02 02:50:44 +0000 2014,1732,864,False,147829,1873,1,1,0,False,other_useful_information,122,0,559
1634,451189964395401216,Wed Apr 02 02:50:44 +0000 2014,1731,2802,True,27455,3596,2,1,1,False,sympathy_and_emotional_support,362,0,559
1635,451189970347118593,Wed Apr 02 02:50:46 +0000 2014,1114055,2019,True,57383,3008,2,1,0,True,not_related_or_irrelevant,96,0,561
1636,451189971135655936,Wed Apr 02 02:50:46 +0000 2014,287,349,False,3667,2071,1,1,0,False,other_useful_information,122,0,561
1637,451189973652226048,Wed Apr 02 02:50:47 +0000 2014,3244,373,False,301227,2961,1,1,1,False,sympathy_and_emotional_support,0,0,562
1639,451189975670083584,Wed Apr 02 02:50:47 +0000 2014,999,946,True,40434,3200,1,1,0,False,not_related_or_irrelevant,5,0,562
1640,451189976047157248,Wed Apr 02 02:50:47 +0000 2014,5067,5692,True,158184,2690,2,1,0,False,caution_and_advice,172,0,562
1643,451189978752880640,Wed Apr 02 02:50:48 +0000 2014,125,194,False,2146,2493,1,1,0,False,caution_and_advice,61,0,563
1645,451189983542390786,Wed Apr 02 02:50:49 +0000 2014,1077,488,True,74368,3382,2,1,1,False,displaced_people_and_evacuations,3,0,564
1646,451189983836389377,Wed Apr 02 02:50:49 +0000 2014,446,29,True,27998,3245,1,1,1,False,not_related_or_irrelevant,22,0,564
1647,451189989398032384,Wed Apr 02 02:50:50 +0000 2014,698,722,False,2925,2540,2,0,0,False,sympathy_and_emotional_support,2,0,565
1648,451189990207537152,Wed Apr 02 02:50:51 +0000 2014,980,325,True,9001,2123,1,1,0,False,sympathy_and_emotional_support,57,0,566
1649,451189990408466432,Wed Apr 02 02:50:51 +0000 2014,3307,1141,True,259474,2766,2,2,0,False,injured_or_dead_people,17,0,566
1650,451189991612227584,Wed Apr 02 02:50:51 +0000 2014,1158,725,True,5791,3756,1,1,1,False,caution_and_advice,59,0,566
1652,451189993382625280,Wed Apr 02 02:50:51 +0000 2014,921,1353,False,16813,3679,0,1,0,False,sympathy_and_emotional_support,86,0,566
1653,451189996553531392,Wed Apr 02 02:50:52 +0000 2014,1085,929,False,87822,2507,2,0,1,False,not_related_or_irrelevant,0,0,567
1654,451189998667448322,Wed Apr 02 02:50:53 +0000 2014,81,419,False,6027,1716,2,1,0,False,sympathy_and_emotional_support,172,0,568
1655,451189999531487232,Wed Apr 02 02:50:53 +0000 2014,41,523,True,30806,1609,4,1,0,False,injured_or_dead_people,28,0,568
1656,451190000227344384,Wed Apr 02 02:50:53 +0000 2014,473,500,True,2797,1871,2,0,0,False,sympathy_and_emotional_support,15,0,568
1657,451190005184991232,Wed Apr 02 02:50:54 +0000 2014,418,282,False,28739,3115,2,1,0,False,injured_or_dead_people,172,0,569
1659,451190011216801792,Wed Apr 02 02:50:56 +0000 2014,1713,1740,True,62013,3114,1,2,0,False,not_related_or_irrelevant,10,0,571
1660,451190014127263744,Wed Apr 02 02:50:56 +0000 2014,313,2433,False,32237,2017,3,1,0,False,caution_and_advice,155,0,571
1661,451190014551273472,Wed Apr 02 02:50:56 +0000 2014,1714,1742,False,59764,1522,1,1,0,False,sympathy_and_emotional_support,40,0,571
1662,451190014882234368,Wed Apr 02 02:50:56 +0000 2014,6397,3798,True,28441,2841,0,1,0,True,other_useful_information,83,0,571
1664,451190025049231360,Wed Apr 02 02:50:59 +0000 2014,3307,1141,True,259474,2766,2,1,0,False,not_related_or_irrelevant,3,0,574
1665,451190026802843648,Wed Apr 02 02:50:59 +0000 2014,510,1892,False,15334,2633,2,2,0,False,not_related_or_irrelevant,81,0,574
1670,451190033522130944,Wed Apr 02 02:51:01 +0000 2014,200,897,True,5055,2878,2,1,0,False,not_related_or_irrelevant,172,0,576
1674,451190035673808896,Wed Apr 02 02:51:01 +0000 2014,1285,436,True,14820,3342,2,1,0,False,sympathy_and_emotional_support,0,0,576
1676,451190043148034048,Wed Apr 02 02:51:03 +0000 2014,510,784,True,57092,1614,0,1,0,False,other_useful_information,86,0,578
1677,451190044368175104,Wed Apr 02 02:51:03 +0000 2014,2821,118,False,10569,1895,3,2,0,False,sympathy_and_emotional_support,1,0,578
1679,451190048881270784,Wed Apr 02 02:51:05 +0000 2014,3519,589,True,6477,3470,5,1,0,False,sympathy_and_emotional_support,2,0,580
1680,451190049317466112,Wed Apr 02 02:51:05 +0000 2014,10367,7242,False,97248,3193,3,1,1,False,other_useful_information,0,0,580
1682,451190051716608000,Wed Apr 02 02:51:05 +0000 2014,80041,1622,True,71082,3405,2,0,0,True,other_useful_information,15,0,580
1683,451190053310832640,Wed Apr 02 02:51:06 +0000 2014,525,1833,True,1924,2008,1,2,0,False,injured_or_dead_people,112,0,581
1684,451190054476464128,Wed Apr 02 02:51:06 +0000 2014,3966,4980,True,23885,2037,4,0,1,False,sympathy_and_emotional_support,4,0,581
1685,451190055772905472,Wed Apr 02 02:51:06 +0000 2014,274,433,True,4464,2956,2,1,1,False,not_related_or_irrelevant,32,0,581
1686,451190057026994176,Wed Apr 02 02:51:06 +0000 2014,570,2515,False,25311,3012,1,1,1,False,caution_and_advice,281,0,581
1687,451190057773576192,Wed Apr 02 02:51:07 +0000 2014,353,437,True,39057,2281,3,2,1,False,not_related_or_irrelevant,14,0,582
1692,451190063544545280,Wed Apr 02 02:51:08 +0000 2014,605,919,True,31467,2606,1,1,0,False,sympathy_and_emotional_support,3,0,583
1698,451190075867402240,Wed Apr 02 02:51:11 +0000 2014,927,1214,True,9045,2744,2,0,0,False,injured_or_dead_people,0,0,586
1699,451190078040473600,Wed Apr 02 02:51:11 +0000 2014,41,88,False,109,1675,1,2,0,False,other_useful_information,112,0,586
1700,451190080796110848,Wed Apr 02 02:51:12 +0000 2014,580,1830,True,20949,3377,3,0,0,False,sympathy_and_emotional_support,2,1,587
1702,451190085963493377,Wed Apr 02 02:51:13 +0000 2014,6489,5640,True,262311,3563,1,1,0,False,not_related_or_irrelevant,68,0,588
1706,451190094716612608,Wed Apr 02 02:51:16 +0000 2014,52784,412,False,17858,2953,7,0,0,True,other_useful_information,34,13,591
1707,451190095664934912,Wed Apr 02 02:51:16 +0000 2014,375,1187,True,26579,2875,2,0,1,False,injured_or_dead_people,0,0,591
1708,451190095853260800,Wed Apr 02 02:51:16 +0000 2014,1155,604,True,7360,3527,1,1,1,False,other_useful_information,2,0,591
1709,451190099636543489,Wed Apr 02 02:51:17 +0000 2014,592,1159,True,18087,2752,4,1,0,False,sympathy_and_emotional_support,3,0,592
1711,451190102619062272,Wed Apr 02 02:51:17 +0000 2014,40,459,False,4365,2772,1,1,1,False,other_useful_information,20,0,592
1712,451190106246770688,Wed Apr 02 02:51:18 +0000 2014,122,354,False,8037,3210,2,1,1,False,other_useful_information,362,0,593
1713,451190106863730689,Wed Apr 02 02:51:18 +0000 2014,1740,896,False,32742,3426,2,1,1,False,not_related_or_irrelevant,362,0,593
1714,451190106976555008,Wed Apr 02 02:51:18 +0000 2014,874,695,False,753,1846,1,1,0,False,other_useful_information,2,0,593
1715,451190110311448576,Wed Apr 02 02:51:19 +0000 2014,664,866,True,36793,2623,1,1,1,False,caution_and_advice,18,0,594
1716,451190112920276992,Wed Apr 02 02:51:20 +0000 2014,13245,14317,False,190005,1826,3,2,1,False,other_useful_information,1,0,595
1717,451190113872007169,Wed Apr 02 02:51:20 +0000 2014,4381,4145,True,27307,1910,1,1,0,False,other_useful_information,3,0,595
1718,451190115197788160,Wed Apr 02 02:51:20 +0000 2014,224,43,False,9,1808,2,1,1,False,other_useful_information,362,0,595
1719,451190116128526336,Wed Apr 02 02:51:21 +0000 2014,88,180,False,83,2446,1,0,1,False,caution_and_advice,1,0,596
1721,451190119840882688,Wed Apr 02 02:51:21 +0000 2014,2320,2418,True,86147,2878,1,1,1,False,sympathy_and_emotional_support,281,0,596
1725,451190128791134208,Wed Apr 02 02:51:24 +0000 2014,905,539,True,35703,3176,2,1,0,False,other_useful_information,20,0,599
1726,451190134378336256,Wed Apr 02 02:51:25 +0000 2014,881,2347,True,46041,3267,1,2,0,False,not_related_or_irrelevant,10,0,600
1727,451190135267160064,Wed Apr 02 02:51:25 +0000 2014,6755,7445,False,168418,3262,1,1,1,False,caution_and_advice,281,0,600
1728,451190135980179458,Wed Apr 02 02:51:25 +0000 2014,5067,5692,True,158184,2690,2,1,0,False,not_related_or_irrelevant,27,0,600
1729,451190136265388032,Wed Apr 02 02:51:25 +0000 2014,153,98,False,268,2209,2,2,1,False,not_related_or_irrelevant,149,0,600
1730,451190137561808896,Wed Apr 02 02:51:26 +0000 2014,414,330,True,47037,3362,2,1,0,False,injured_or_dead_people,11,0,601
1732,451190143207370752,Wed Apr 02 02:51:27 +0000 2014,253,516,True,952,3072,1,1,0,False,not_related_or_irrelevant,57,0,602
1733,451190145329668096,Wed Apr 02 02:51:28 +0000 2014,95,839,True,4075,2385,4,2,0,False,other_useful_information,0,0,603
1737,451190154976178176,Wed Apr 02 02:51:30 +0000 2014,82,119,False,1304,1829,2,1,1,False,caution_and_advice,362,0,605
1740,451190160441344002,Wed Apr 02 02:51:31 +0000 2014,114,124,True,6596,2947,2,2,0,False,sympathy_and_emotional_support,148,0,606
1742,451190168910057474,Wed Apr 02 02:51:33 +0000 2014,238,301,False,5598,2862,1,1,1,False,other_useful_information,281,0,608
1743,451190168951607296,Wed Apr 02 02:51:33 +0000 2014,20811,1310,True,4320,3246,1,1,1,False,injured_or_dead_people,281,0,608
1745,451190170021138433,Wed Apr 02 02:51:33 +0000 2014,42,135,True,3847,2630,2,2,0,False,sympathy_and_emotional_support,148,0,608
1747,451190172646785024,Wed Apr 02 02:51:34 +0000 2014,386,1092,False,12562,1732,2,1,0,False,other_useful_information,27,0,609
1748,451190173687369728,Wed Apr 02 02:51:34 +0000 2014,4578,169,True,12923,2449,1,1,0,False,other_useful_information,0,0,609
1749,451190176182968320,Wed Apr 02 02:51:35 +0000 2014,603,639,False,56219,2955,4,1,0,False,not_related_or_irrelevant,28,0,610
1751,451190179936497664,Wed Apr 02 02:51:36 +0000 2014,16300,4173,False,45341,3301,1,1,1,False,not_related_or_irrelevant,0,1,611
1754,451190186941362177,Wed Apr 02 02:51:37 +0000 2014,1438,2479,True,106928,3336,2,1,0,False,caution_and_advice,11,0,612
1755,451190192372592640,Wed Apr 02 02:51:39 +0000 2014,5382,3505,True,38799,2526,2,1,1,False,not_related_or_irrelevant,3,0,614
1756,451190192947613696,Wed Apr 02 02:51:39 +0000 2014,1273,1763,True,5591,2163,1,1,1,False,sympathy_and_emotional_support,213,0,614
1758,451190197120933888,Wed Apr 02 02:51:40 +0000 2014,250717,490,True,288537,3364,3,0,0,True,sympathy_and_emotional_support,2,0,615
1760,451190204645535744,Wed Apr 02 02:51:42 +0000 2014,1203,5000,True,20122,2046,0,1,0,False,sympathy_and_emotional_support,1,0,617
1761,451190206532947968,Wed Apr 02 02:51:42 +0000 2014,1030,512,True,37953,3285,1,1,1,False,sympathy_and_emotional_support,281,0,617
1762,451190206792601600,Wed Apr 02 02:51:42 +0000 2014,710,1533,True,4787,2662,2,2,1,False,not_related_or_irrelevant,149,0,617
1763,451190208994627584,Wed Apr 02 02:51:43 +0000 2014,408,689,True,46117,2513,1,2,0,False,sympathy_and_emotional_support,10,0,618
1764,451190213566795776,Wed Apr 02 02:51:44 +0000 2014,196,526,True,4980,2062,2,1,0,False,other_useful_information,172,0,619
1767,451190216854732801,Wed Apr 02 02:51:45 +0000 2014,1586,1900,True,5609,3593,1,1,1,False,other_useful_information,281,0,620
1768,451190217387827200,Wed Apr 02 02:51:45 +0000 2014,915,1233,False,53435,2383,3,0,0,False,displaced_people_and_evacuations,0,0,620
1769,451190219073945600,Wed Apr 02 02:51:45 +0000 2014,447,385,True,105909,2550,2,1,1,False,caution_and_advice,353,0,620
1772,451190231396786176,Wed Apr 02 02:51:48 +0000 2014,379,280,False,5241,1534,3,1,0,False,other_useful_information,2,0,623
1774,451190234932207617,Wed Apr 02 02:51:49 +0000 2014,527,1066,True,15853,3326,2,2,1,False,other_useful_information,149,0,624
1775,451190239365988352,Wed Apr 02 02:51:50 +0000 2014,2257,2283,False,32322,3231,2,1,0,False,other_useful_information,172,0,625
1776,451190240821010432,Wed Apr 02 02:51:50 +0000 2014,514,897,False,83969,2571,1,0,0,False,not_related_or_irrelevant,0,0,625
1777,451190241605341185,Wed Apr 02 02:51:50 +0000 2014,4420,654,True,6071,3462,0,1,0,False,sympathy_and_emotional_support,83,0,625
1778,451190247787749376,Wed Apr 02 02:51:52 +0000 2014,205,623,True,127,1550,2,1,0,False,other_useful_information,96,0,627
1779,451190249016680448,Wed Apr 02 02:51:52 +0000 2014,606,277,True,9662,3001,3,0,0,False,sympathy_and_emotional_support,4,2,627
1780,451190250111393792,Wed Apr 02 02:51:53 +0000 2014,5443,4213,False,14483,3481,1,1,0,False,injured_or_dead_people,37,0,628
1782,451190251080671233,Wed Apr 02 02:51:53 +0000 2014,106336,21414,True,26036,3882,2,1,1,True,sympathy_and_emotional_support,362,0,628
1783,451190251420389376,Wed Apr 02 02:51:53 +0000 2014,1368,2375,True,7826,3526,1,0,0,False,caution_and_advice,1,0,628
1784,451190252217311232,Wed Apr 02 02:51:53 +0000 2014,2068,1791,False,93332,2215,2,1,0,False,caution_and_advice,96,0,628
1788,451190274316722176,Wed Apr 02 02:51:58 +0000 2014,262,230,False,7762,1594,2,1,0,False,sympathy_and_emotional_support,172,0,633
1789,451190275856023553,Wed Apr 02 02:51:59 +0000 2014,325,237,False,24952,2716,1,1,0,False,sympathy_and_emotional_support,122,0,634
1790,451190276887834624,Wed Apr 02 02:51:59 +0000 2014,447,902,True,17661,2575,1,1,0,False,not_related_or_irrelevant,122,0,634
1791,451190276921360384,Wed Apr 02 02:51:59 +0000 2014,716,1498,False,47630,2730,1,0,0,False,other_useful_information,0,0,634
1793,451190279165329410,Wed Apr 02 02:51:59 +0000 2014,1078,958,False,77472,3272,1,1,0,False,caution_and_advice,6,0,634
1794,451190281090895872,Wed Apr 02 02:52:00 +0000 2014,80,34,False,11014,2403,4,0,1,False,sympathy_and_emotional_support,0,0,635
1795,451190281665130496,Wed Apr 02 02:52:00 +0000 2014,45,152,False,1218,2025,1,1,0,False,sympathy_and_emotional_support,122,0,635
1796,451190283795841025,Wed Apr 02 02:52:01 +0000 2014,1653,1996,True,32819,3113,1,2,0,False,sympathy_and_emotional_support,10,0,636
1797,451190285536464897,Wed Apr 02 02:52:01 +0000 2014,222,493,True,2943,2523,2,1,1,False,sympathy_and_emotional_support,362,0,636
1800,451190288363827200,Wed Apr 02 02:52:02 +0000 2014,39,126,False,170,1810,1,2,0,False,not_related_or_irrelevant,112,0,637
1801,451190291345985536,Wed Apr 02 02:52:02 +0000 2014,4094,2607,True,38992,3517,2,0,0,False,injured_or_dead_people,3,0,637
1803,451190297251172352,Wed Apr 02 02:52:04 +0000 2014,208,434,False,2233,2628,2,0,0,False,other_useful_information,15,0,639
1804,451190297288925185,Wed Apr 02 02:52:04 +0000 2014,478,434,True,29266,2123,1,2,0,False,not_related_or_irrelevant,112,0,639
1805,451190298014539776,Wed Apr 02 02:52:04 +0000 2014,8,62,False,217,2695,1,3,0,False,sympathy_and_emotional_support,0,0,639
